periodo,serie,valor
201301,Ventas_en_supermercados,95.7655170003357
201302,Ventas_en_supermercados,95.9579864944577
201303,Ventas_en_supermercados,116.685716443238
201304,Ventas_en_supermercados,111.336441527565
201305,Ventas_en_supermercados,114.14253845392
201306,Ventas_en_supermercados,115.948856612472
201307,Ventas_en_supermercados,114.472505902024
201308,Ventas_en_supermercados,115.822676197307
201309,Ventas_en_supermercados,110.347929724876
201310,Ventas_en_supermercados,113.133479560944
201311,Ventas_en_supermercados,114.268871815843
201312,Ventas_en_supermercados,127.428595514891
201401,Ventas_en_supermercados,98.1977864767396
201402,Ventas_en_supermercados,95.5061327145927
201403,Ventas_en_supermercados,111.930245627625
201404,Ventas_en_supermercados,113.187745275164
201405,Ventas_en_supermercados,112.869206382324
201406,Ventas_en_supermercados,111.795571171102
201407,Ventas_en_supermercados,113.305371166513
201408,Ventas_en_supermercados,117.462576076119
201409,Ventas_en_supermercados,111.007536313824
201410,Ventas_en_supermercados,117.283143953344
201411,Ventas_en_supermercados,111.595156543683
201412,Ventas_en_supermercados,129.116155367602
201501,Ventas_en_supermercados,99.8319077808051
201502,Ventas_en_supermercados,99.05173023039
201503,Ventas_en_supermercados,123.435294941131
201504,Ventas_en_supermercados,114.030883538121
201505,Ventas_en_supermercados,115.442598010003
201506,Ventas_en_supermercados,106.881737237945
201507,Ventas_en_supermercados,114.297303286294
201508,Ventas_en_supermercados,117.739518472572
201509,Ventas_en_supermercados,109.730162766035
201510,Ventas_en_supermercados,117.123988072425
201511,Ventas_en_supermercados,115.609758602809
201512,Ventas_en_supermercados,124.957697215763
201601,Ventas_en_supermercados,97.1133300001379
201602,Ventas_en_supermercados,97.2909168771717
201603,Ventas_en_supermercados,109.933082195966
201604,Ventas_en_supermercados,110.782709337482
201605,Ventas_en_supermercados,106.232975280654
201606,Ventas_en_supermercados,105.928346965208
201607,Ventas_en_supermercados,109.135229923822
201608,Ventas_en_supermercados,107.79072726881
201609,Ventas_en_supermercados,104.614419260456
201610,Ventas_en_supermercados,107.983649617055
201611,Ventas_en_supermercados,106.816369479665
201612,Ventas_en_supermercados,119.778157463534
201701,Ventas_en_supermercados,92.0001930616637
201702,Ventas_en_supermercados,91.3230883735302
201703,Ventas_en_supermercados,105.347456113645
201704,Ventas_en_supermercados,109.174280158564
201705,Ventas_en_supermercados,102.845600254067
201706,Ventas_en_supermercados,103.485131630368
201707,Ventas_en_supermercados,106.527976480571
201708,Ventas_en_supermercados,105.410800816804
201709,Ventas_en_supermercados,104.550518606756
201710,Ventas_en_supermercados,105.245945249888
201711,Ventas_en_supermercados,103.535129407267
201712,Ventas_en_supermercados,116.984554683002
201801,Ventas_en_supermercados,88.9175281177115
201802,Ventas_en_supermercados,89.8857273483452
201803,Ventas_en_supermercados,111.193117767567
201804,Ventas_en_supermercados,103.245676497363
201805,Ventas_en_supermercados,102.790064137933
201806,Ventas_en_supermercados,105.737254710383
201807,Ventas_en_supermercados,104.433526694861
201808,Ventas_en_supermercados,103.544576147912
201809,Ventas_en_supermercados,102.174489912049
201810,Ventas_en_supermercados,103.72988202775
201811,Ventas_en_supermercados,102.65788355665
201812,Ventas_en_supermercados,112.539970918714
201901,Ventas_en_supermercados,86.3338090570161
201902,Ventas_en_supermercados,86.9655801112845
201903,Ventas_en_supermercados,102.721416040508
201904,Ventas_en_supermercados,103.651124924689
201905,Ventas_en_supermercados,98.8764247922399
